Currently Being Observed,First Bloom Date,Site Name,Year,Latitude,Longitude,Month First Bloom
True,4/3/1962,"Nagoya, Japan",1/1/1962,35.1851045,136.8998438,April
False,4/11/1962,"Iida, Japan",1/1/1962,35.5147101,137.8219519,April
True,4/2/1962,"Kofu, Japan",1/1/1962,35.6652481,138.5710441,April
True,4/1/1962,"Choshi, Japan",1/1/1962,35.7345338,140.8272667,April
True,4/6/1962,"Tsu, Japan",1/1/1962,34.7341973,136.5153283,April
False,4/6/1962,"Hamamatsu, Japan",1/1/1962,34.7109786,137.7259431,April
True,4/2/1962,"Shizuoka, Japan",1/1/1962,34.979149,138.38299,April
True,4/1/1962,"Tokyo, Japan",1/1/1962,35.6828387,139.7594549,April
False,4/2/1962,"Owase, Japan",1/1/1962,34.0707815,136.1911394,April
True,3/29/1962,"Yokohama, Japan",1/1/1962,35.444991,139.636768,March
False,,"Tateyama, Japan",1/1/1962,34.9965304,139.8699838,
False,,"Oshima, Japan",1/1/1962,34.737515,139.400251,
False,,"Miyakejima, Japan",1/1/1962,34.085378,139.521277314,
False,4/2/1962,"Hachijojima, Japan",1/1/1962,33.1024935,139.807693928,April
False,4/7/1962,"Saigo, Japan",1/1/1962,32.8728923,130.2439633,April
True,4/5/1962,"Matsue, Japan",1/1/1962,35.468115,133.048768,April
False,4/5/1962,"Yonago, Japan",1/1/1962,35.4276408,133.331459,April
True,4/4/1962,"Tottori, Japan",1/1/1962,35.3555075,133.8678525,April
False,4/7/1962,"Toyooka, Japan",1/1/1962,35.5446737,134.8201126,April
False,4/3/1962,"Maizuru, Japan",1/1/1962,35.4704853,135.34844,April
False,3/28/1962,"Hamada, Japan",1/1/1962,34.8991982,132.0799984,March
True,4/2/1962,"Kyoto, Japan",1/1/1962,35.021041,135.7556075,April
True,4/5/1962,"Hikone, Japan",1/1/1962,35.254276,136.215376,April
True,3/30/1962,"Hiroshima, Japan",1/1/1962,34.3916058,132.4518156,March
True,4/2/1962,"Okayama, Japan",1/1/1962,34.6553944,133.9194595,April
True,4/2/1962,"Kobe, Japan",1/1/1962,34.6932379,135.1943764,April
True,4/4/1962,"Osaka, Japan",1/1/1962,34.6198813,135.490357,April
False,3/29/1962,"Sumoto, Japan",1/1/1962,34.3389909,134.859985,March
True,3/30/1962,"Wakayama, Japan",1/1/1962,34.234617,135.1782181,March
False,3/26/1962,"Shionomisaki, Japan",1/1/1962,33.4377085,135.7549926,March
True,4/2/1962,"Nara, Japan",1/1/1962,34.2963089,135.8816819,April
True,4/1/1962,"Matsuyama, Japan",1/1/1962,33.8395188,132.7653521,April
True,4/4/1962,"Takamatsu, Japan",1/1/1962,34.3425592,134.0465338,April
False,,"Uwajima, Japan",1/1/1962,33.2232315,132.5606514,
True,3/30/1962,"Kochi, Japan",1/1/1962,33.5680384,133.5394221,March
True,3/30/1962,"Tokushima, Japan",1/1/1962,34.0698307,134.5550353,March
True,4/2/1962,"Shimonoseki, Japan",1/1/1962,33.9577116,130.9415455,April
False,4/5/1962,"Izuhara, Japan",1/1/1962,34.2022882,129.288952,April
False,3/30/1962,"Fukue, Japan",1/1/1962,34.0471135,130.9156608,March
False,2/7/1962,"Iriomote Island, Japan",1/1/1962,24.3464015,123.839163649,February
False,2/8/1962,"Kumejima, Japan",1/1/1962,26.341139,126.789052891,February
False,,"Nago, Japan",1/1/1962,26.5914524,127.9773062,
False,3/30/1962,"Nobeoka, Japan",1/1/1962,32.5823063,131.6649034,March
False,3/21/1962,"Tanegashima, Japan",1/1/1962,30.591848,130.995894840,March
False,,"Yakushima, Japan",1/1/1962,30.347925,130.524483244,
False,,"Yonaguni Island, Japan",1/1/1962,24.455595,122.987605976,
False,4/12/1963,"Aikawa, Japan",1/1/1963,35.532347,139.297795,April
False,4/27/1963,"Esashi, Japan",1/1/1963,41.8690714,140.1272235,April
False,4/2/1963,"Fukue, Japan",1/1/1963,34.0471135,130.9156608,April
False,4/1/1963,"Hachijojima, Japan",1/1/1963,33.1024935,139.807693928,April
False,4/20/1963,"Hachinohe, Japan",1/1/1963,40.5122388,141.4882959,April
False,4/4/1963,"Hamada, Japan",1/1/1963,34.8991982,132.0799984,April
False,3/31/1963,"Hamamatsu, Japan",1/1/1963,34.7109786,137.7259431,March
False,5/6/1963,"Hiroo, Japan",1/1/1963,42.285532,143.3116162,May
False,4/7/1963,"Iida, Japan",1/1/1963,35.5147101,137.8219519,April
False,1/10/1963,"Iriomote Island, Japan",1/1/1963,24.3464015,123.839163649,January
False,5/8/1963,"Iwamizawa, Japan",1/1/1963,43.1959915,141.7761132,May
False,4/1/1963,"Izuhara, Japan",1/1/1963,34.2022882,129.288952,April
False,2/15/1963,"Kumejima, Japan",1/1/1963,26.341139,126.789052891,February
False,5/7/1963,"Kutchan, Japan",1/1/1963,42.901741,140.7590818,May
False,4/3/1963,"Maizuru, Japan",1/1/1963,35.4704853,135.34844,April
False,4/15/1963,"Matsumoto, Japan",1/1/1963,36.2382047,137.9687141,April
False,,"Miyakejima, Japan",1/1/1963,34.085378,139.521277314,
False,4/15/1963,"Miyako, Japan",1/1/1963,39.6395835,141.9461177,April
False,5/9/1963,"Monbetsu, Japan",1/1/1963,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1963,26.5914524,127.9773062,
False,5/18/1963,"Nemuro, Japan",1/1/1963,43.3301154,145.5829068,May
False,3/28/1963,"Nobeoka, Japan",1/1/1963,32.5823063,131.6649034,March
False,4/13/1963,"Onahama, Japan",1/1/1963,36.9383759,140.8977807,April
False,4/1/1963,"Oshima, Japan",1/1/1963,34.737515,139.400251,April
False,4/1/1963,"Owase, Japan",1/1/1963,34.0707815,136.1911394,April
False,5/13/1963,"Rumoi, Japan",1/1/1963,43.941029,141.6368171,May
False,4/9/1963,"Saigo, Japan",1/1/1963,32.8728923,130.2439633,April
False,4/15/1963,"Sakata, Japan",1/1/1963,38.9147229,139.8364101,April
False,4/20/1963,"Shinjo, Japan",1/1/1963,38.7648577,140.3021449,April
False,3/30/1963,"Shionomisaki, Japan",1/1/1963,33.4377085,135.7549926,March
False,4/14/1963,"Shirakawa, Japan",1/1/1963,37.1263397,140.2107192,April
False,4/3/1963,"Sumoto, Japan",1/1/1963,34.3389909,134.859985,April
False,4/7/1963,"Takada, Japan",1/1/1963,34.516288,135.7448226,April
False,4/17/1963,"Takayama, Japan",1/1/1963,36.1396246,137.2510322,April
False,,"Tanegashima, Japan",1/1/1963,30.591848,130.995894840,
False,,"Tateyama, Japan",1/1/1963,34.9965304,139.8699838,
False,4/8/1963,"Toyooka, Japan",1/1/1963,35.5446737,134.8201126,April
False,4/6/1963,"Tsuruga, Japan",1/1/1963,35.6445135,136.0734634,April
False,5/10/1963,"Urakawa, Japan",1/1/1963,42.1684998,142.7680974,May
False,,"Uwajima, Japan",1/1/1963,33.2232315,132.5606514,
False,4/11/1963,"Wajima, Japan",1/1/1963,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1963,30.347925,130.524483244,
False,4/5/1963,"Yonago, Japan",1/1/1963,35.4276408,133.331459,April
False,,"Yonaguni Island, Japan",1/1/1963,24.455595,122.987605976,
False,4/14/1964,"Aikawa, Japan",1/1/1964,35.532347,139.297795,April
False,5/5/1964,"Esashi, Japan",1/1/1964,41.8690714,140.1272235,May
False,3/31/1964,"Fukue, Japan",1/1/1964,34.0471135,130.9156608,March
False,4/5/1964,"Hachijojima, Japan",1/1/1964,33.1024935,139.807693928,April
False,4/27/1964,"Hachinohe, Japan",1/1/1964,40.5122388,141.4882959,April
False,4/1/1964,"Hamada, Japan",1/1/1964,34.8991982,132.0799984,April
False,4/2/1964,"Hamamatsu, Japan",1/1/1964,34.7109786,137.7259431,April
False,5/11/1964,"Hiroo, Japan",1/1/1964,42.285532,143.3116162,May
False,4/9/1964,"Iida, Japan",1/1/1964,35.5147101,137.8219519,April
False,2/5/1964,"Iriomote Island, Japan",1/1/1964,24.3464015,123.839163649,February
False,5/7/1964,"Iwamizawa, Japan",1/1/1964,43.1959915,141.7761132,May
False,4/1/1964,"Izuhara, Japan",1/1/1964,34.2022882,129.288952,April
False,1/27/1964,"Kumejima, Japan",1/1/1964,26.341139,126.789052891,January
False,5/9/1964,"Kutchan, Japan",1/1/1964,42.901741,140.7590818,May
False,4/5/1964,"Maizuru, Japan",1/1/1964,35.4704853,135.34844,April
False,4/13/1964,"Matsumoto, Japan",1/1/1964,36.2382047,137.9687141,April
False,,"Miyakejima, Japan",1/1/1964,34.085378,139.521277314,
False,4/20/1964,"Miyako, Japan",1/1/1964,39.6395835,141.9461177,April
False,5/13/1964,"Monbetsu, Japan",1/1/1964,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1964,26.5914524,127.9773062,
False,5/22/1964,"Nemuro, Japan",1/1/1964,43.3301154,145.5829068,May
False,3/21/1964,"Nobeoka, Japan",1/1/1964,32.5823063,131.6649034,March
False,4/10/1964,"Onahama, Japan",1/1/1964,36.9383759,140.8977807,April
False,4/3/1964,"Oshima, Japan",1/1/1964,34.737515,139.400251,April
False,4/3/1964,"Owase, Japan",1/1/1964,34.0707815,136.1911394,April
False,5/8/1964,"Rumoi, Japan",1/1/1964,43.941029,141.6368171,May
False,4/7/1964,"Saigo, Japan",1/1/1964,32.8728923,130.2439633,April
False,4/15/1964,"Sakata, Japan",1/1/1964,38.9147229,139.8364101,April
False,4/17/1964,"Shinjo, Japan",1/1/1964,38.7648577,140.3021449,April
False,4/3/1964,"Shionomisaki, Japan",1/1/1964,33.4377085,135.7549926,April
False,4/13/1964,"Shirakawa, Japan",1/1/1964,37.1263397,140.2107192,April
False,4/3/1964,"Sumoto, Japan",1/1/1964,34.3389909,134.859985,April
False,4/7/1964,"Takada, Japan",1/1/1964,34.516288,135.7448226,April
False,4/12/1964,"Takayama, Japan",1/1/1964,36.1396246,137.2510322,April
False,,"Tanegashima, Japan",1/1/1964,30.591848,130.995894840,
False,,"Tateyama, Japan",1/1/1964,34.9965304,139.8699838,
False,4/4/1964,"Toyooka, Japan",1/1/1964,35.5446737,134.8201126,April
False,4/5/1964,"Tsuruga, Japan",1/1/1964,35.6445135,136.0734634,April
False,5/11/1964,"Urakawa, Japan",1/1/1964,42.1684998,142.7680974,May
False,,"Uwajima, Japan",1/1/1964,33.2232315,132.5606514,
False,4/12/1964,"Wajima, Japan",1/1/1964,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1964,30.347925,130.524483244,
False,4/3/1964,"Yonago, Japan",1/1/1964,35.4276408,133.331459,April
False,,"Yonaguni Island, Japan",1/1/1964,24.455595,122.987605976,
False,4/19/1965,"Aikawa, Japan",1/1/1965,35.532347,139.297795,April
False,5/13/1965,"Esashi, Japan",1/1/1965,41.8690714,140.1272235,May
False,4/2/1965,"Fukue, Japan",1/1/1965,34.0471135,130.9156608,April
False,4/7/1965,"Hachijojima, Japan",1/1/1965,33.1024935,139.807693928,April
False,5/6/1965,"Hachinohe, Japan",1/1/1965,40.5122388,141.4882959,May
False,4/1/1965,"Hamada, Japan",1/1/1965,34.8991982,132.0799984,April
False,4/7/1965,"Hamamatsu, Japan",1/1/1965,34.7109786,137.7259431,April
False,5/17/1965,"Hiroo, Japan",1/1/1965,42.285532,143.3116162,May
False,4/16/1965,"Iida, Japan",1/1/1965,35.5147101,137.8219519,April
False,1/25/1965,"Iriomote Island, Japan",1/1/1965,24.3464015,123.839163649,January
False,5/16/1965,"Iwamizawa, Japan",1/1/1965,43.1959915,141.7761132,May
False,4/3/1965,"Izuhara, Japan",1/1/1965,34.2022882,129.288952,April
False,1/27/1965,"Kumejima, Japan",1/1/1965,26.341139,126.789052891,January
False,5/20/1965,"Kutchan, Japan",1/1/1965,42.901741,140.7590818,May
False,4/13/1965,"Maizuru, Japan",1/1/1965,35.4704853,135.34844,April
False,4/25/1965,"Matsumoto, Japan",1/1/1965,36.2382047,137.9687141,April
False,3/28/1965,"Miyakejima, Japan",1/1/1965,34.085378,139.521277314,March
False,4/30/1965,"Miyako, Japan",1/1/1965,39.6395835,141.9461177,April
False,5/18/1965,"Monbetsu, Japan",1/1/1965,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1965,26.5914524,127.9773062,
False,5/21/1965,"Nemuro, Japan",1/1/1965,43.3301154,145.5829068,May
False,3/25/1965,"Nobeoka, Japan",1/1/1965,32.5823063,131.6649034,March
False,4/15/1965,"Onahama, Japan",1/1/1965,36.9383759,140.8977807,April
False,4/6/1965,"Oshima, Japan",1/1/1965,34.737515,139.400251,April
False,4/7/1965,"Owase, Japan",1/1/1965,34.0707815,136.1911394,April
False,5/18/1965,"Rumoi, Japan",1/1/1965,43.941029,141.6368171,May
False,4/12/1965,"Saigo, Japan",1/1/1965,32.8728923,130.2439633,April
False,4/25/1965,"Sakata, Japan",1/1/1965,38.9147229,139.8364101,April
False,5/6/1965,"Shinjo, Japan",1/1/1965,38.7648577,140.3021449,May
False,4/6/1965,"Shionomisaki, Japan",1/1/1965,33.4377085,135.7549926,April
False,4/25/1965,"Shirakawa, Japan",1/1/1965,37.1263397,140.2107192,April
False,4/5/1965,"Sumoto, Japan",1/1/1965,34.3389909,134.859985,April
False,4/16/1965,"Takada, Japan",1/1/1965,34.516288,135.7448226,April
False,4/25/1965,"Takayama, Japan",1/1/1965,36.1396246,137.2510322,April
False,4/1/1965,"Tanegashima, Japan",1/1/1965,30.591848,130.995894840,April
False,,"Tateyama, Japan",1/1/1965,34.9965304,139.8699838,
False,4/14/1965,"Toyooka, Japan",1/1/1965,35.5446737,134.8201126,April
False,4/15/1965,"Tsuruga, Japan",1/1/1965,35.6445135,136.0734634,April
False,5/18/1965,"Urakawa, Japan",1/1/1965,42.1684998,142.7680974,May
False,,"Uwajima, Japan",1/1/1965,33.2232315,132.5606514,
False,4/18/1965,"Wajima, Japan",1/1/1965,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1965,30.347925,130.524483244,
False,4/13/1965,"Yonago, Japan",1/1/1965,35.4276408,133.331459,April
False,,"Yonaguni Island, Japan",1/1/1965,24.455595,122.987605976,
False,4/12/1966,"Aikawa, Japan",1/1/1966,35.532347,139.297795,April
False,5/4/1966,"Esashi, Japan",1/1/1966,41.8690714,140.1272235,May
False,3/24/1966,"Fukue, Japan",1/1/1966,34.0471135,130.9156608,March
False,3/28/1966,"Hachijojima, Japan",1/1/1966,33.1024935,139.807693928,March
False,4/26/1966,"Hachinohe, Japan",1/1/1966,40.5122388,141.4882959,April
False,3/20/1966,"Hamada, Japan",1/1/1966,34.8991982,132.0799984,March
False,3/22/1966,"Hamamatsu, Japan",1/1/1966,34.7109786,137.7259431,March
False,5/15/1966,"Hiroo, Japan",1/1/1966,42.285532,143.3116162,May
False,4/5/1966,"Iida, Japan",1/1/1966,35.5147101,137.8219519,April
False,1/27/1966,"Iriomote Island, Japan",1/1/1966,24.3464015,123.839163649,January
False,5/12/1966,"Iwamizawa, Japan",1/1/1966,43.1959915,141.7761132,May
False,3/24/1966,"Izuhara, Japan",1/1/1966,34.2022882,129.288952,March
False,2/1/1966,"Kumejima, Japan",1/1/1966,26.341139,126.789052891,February
False,5/17/1966,"Kutchan, Japan",1/1/1966,42.901741,140.7590818,May
False,4/2/1966,"Maizuru, Japan",1/1/1966,35.4704853,135.34844,April
False,4/14/1966,"Matsumoto, Japan",1/1/1966,36.2382047,137.9687141,April
False,3/17/1966,"Miyakejima, Japan",1/1/1966,34.085378,139.521277314,March
False,4/17/1966,"Miyako, Japan",1/1/1966,39.6395835,141.9461177,April
False,5/19/1966,"Monbetsu, Japan",1/1/1966,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1966,26.5914524,127.9773062,
False,5/20/1966,"Nemuro, Japan",1/1/1966,43.3301154,145.5829068,May
False,3/19/1966,"Nobeoka, Japan",1/1/1966,32.5823063,131.6649034,March
False,4/1/1966,"Onahama, Japan",1/1/1966,36.9383759,140.8977807,April
False,3/17/1966,"Oshima, Japan",1/1/1966,34.737515,139.400251,March
False,3/22/1966,"Owase, Japan",1/1/1966,34.0707815,136.1911394,March
False,5/16/1966,"Rumoi, Japan",1/1/1966,43.941029,141.6368171,May
False,3/30/1966,"Saigo, Japan",1/1/1966,32.8728923,130.2439633,March
False,4/15/1966,"Sakata, Japan",1/1/1966,38.9147229,139.8364101,April
False,4/22/1966,"Shinjo, Japan",1/1/1966,38.7648577,140.3021449,April
False,3/21/1966,"Shionomisaki, Japan",1/1/1966,33.4377085,135.7549926,March
False,4/13/1966,"Shirakawa, Japan",1/1/1966,37.1263397,140.2107192,April
False,3/19/1966,"Sumoto, Japan",1/1/1966,34.3389909,134.859985,March
False,4/10/1966,"Takada, Japan",1/1/1966,34.516288,135.7448226,April
False,4/16/1966,"Takayama, Japan",1/1/1966,36.1396246,137.2510322,April
False,3/20/1966,"Tanegashima, Japan",1/1/1966,30.591848,130.995894840,March
False,,"Tateyama, Japan",1/1/1966,34.9965304,139.8699838,
False,4/1/1966,"Toyooka, Japan",1/1/1966,35.5446737,134.8201126,April
False,3/29/1966,"Tsuruga, Japan",1/1/1966,35.6445135,136.0734634,March
False,5/11/1966,"Urakawa, Japan",1/1/1966,42.1684998,142.7680974,May
False,,"Uwajima, Japan",1/1/1966,33.2232315,132.5606514,
False,4/9/1966,"Wajima, Japan",1/1/1966,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1966,30.347925,130.524483244,
False,3/29/1966,"Yonago, Japan",1/1/1966,35.4276408,133.331459,March
False,,"Yonaguni Island, Japan",1/1/1966,24.455595,122.987605976,
False,4/10/1967,"Aikawa, Japan",1/1/1967,35.532347,139.297795,April
False,5/1/1967,"Esashi, Japan",1/1/1967,41.8690714,140.1272235,May
False,3/29/1967,"Fukue, Japan",1/1/1967,34.0471135,130.9156608,March
False,3/28/1967,"Hachijojima, Japan",1/1/1967,33.1024935,139.807693928,March
False,4/26/1967,"Hachinohe, Japan",1/1/1967,40.5122388,141.4882959,April
False,3/26/1967,"Hamada, Japan",1/1/1967,34.8991982,132.0799984,March
False,3/28/1967,"Hamamatsu, Japan",1/1/1967,34.7109786,137.7259431,March
False,5/2/1967,"Hiroo, Japan",1/1/1967,42.285532,143.3116162,May
False,4/8/1967,"Iida, Japan",1/1/1967,35.5147101,137.8219519,April
False,,"Iriomote Island, Japan",1/1/1967,24.3464015,123.839163649,
False,5/5/1967,"Iwamizawa, Japan",1/1/1967,43.1959915,141.7761132,May
False,3/31/1967,"Izuhara, Japan",1/1/1967,34.2022882,129.288952,March
False,,"Kumejima, Japan",1/1/1967,26.341139,126.789052891,
False,5/9/1967,"Kutchan, Japan",1/1/1967,42.901741,140.7590818,May
False,4/2/1967,"Maizuru, Japan",1/1/1967,35.4704853,135.34844,April
False,4/12/1967,"Matsumoto, Japan",1/1/1967,36.2382047,137.9687141,April
False,3/25/1967,"Miyakejima, Japan",1/1/1967,34.085378,139.521277314,March
False,4/20/1967,"Miyako, Japan",1/1/1967,39.6395835,141.9461177,April
False,5/6/1967,"Monbetsu, Japan",1/1/1967,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1967,26.5914524,127.9773062,
False,5/14/1967,"Nemuro, Japan",1/1/1967,43.3301154,145.5829068,May
False,3/18/1967,"Nobeoka, Japan",1/1/1967,32.5823063,131.6649034,March
False,4/3/1967,"Onahama, Japan",1/1/1967,36.9383759,140.8977807,April
False,3/31/1967,"Oshima, Japan",1/1/1967,34.737515,139.400251,March
False,3/27/1967,"Owase, Japan",1/1/1967,34.0707815,136.1911394,March
False,5/11/1967,"Rumoi, Japan",1/1/1967,43.941029,141.6368171,May
False,4/1/1967,"Saigo, Japan",1/1/1967,32.8728923,130.2439633,April
False,4/16/1967,"Sakata, Japan",1/1/1967,38.9147229,139.8364101,April
False,4/23/1967,"Shinjo, Japan",1/1/1967,38.7648577,140.3021449,April
False,3/27/1967,"Shionomisaki, Japan",1/1/1967,33.4377085,135.7549926,March
False,4/12/1967,"Shirakawa, Japan",1/1/1967,37.1263397,140.2107192,April
False,3/27/1967,"Sumoto, Japan",1/1/1967,34.3389909,134.859985,March
False,4/7/1967,"Takada, Japan",1/1/1967,34.516288,135.7448226,April
False,4/13/1967,"Takayama, Japan",1/1/1967,36.1396246,137.2510322,April
False,3/22/1967,"Tanegashima, Japan",1/1/1967,30.591848,130.995894840,March
False,,"Tateyama, Japan",1/1/1967,34.9965304,139.8699838,
False,4/3/1967,"Toyooka, Japan",1/1/1967,35.5446737,134.8201126,April
False,4/2/1967,"Tsuruga, Japan",1/1/1967,35.6445135,136.0734634,April
False,5/6/1967,"Urakawa, Japan",1/1/1967,42.1684998,142.7680974,May
False,3/25/1967,"Uwajima, Japan",1/1/1967,33.2232315,132.5606514,March
False,4/8/1967,"Wajima, Japan",1/1/1967,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1967,30.347925,130.524483244,
False,4/1/1967,"Yonago, Japan",1/1/1967,35.4276408,133.331459,April
False,,"Yonaguni Island, Japan",1/1/1967,24.455595,122.987605976,
False,4/10/1968,"Aikawa, Japan",1/1/1968,35.532347,139.297795,April
False,4/27/1968,"Esashi, Japan",1/1/1968,41.8690714,140.1272235,April
False,3/31/1968,"Fukue, Japan",1/1/1968,34.0471135,130.9156608,March
False,3/25/1968,"Hachijojima, Japan",1/1/1968,33.1024935,139.807693928,March
False,4/22/1968,"Hachinohe, Japan",1/1/1968,40.5122388,141.4882959,April
False,4/2/1968,"Hamada, Japan",1/1/1968,34.8991982,132.0799984,April
False,3/31/1968,"Hamamatsu, Japan",1/1/1968,34.7109786,137.7259431,March
False,5/2/1968,"Hiroo, Japan",1/1/1968,42.285532,143.3116162,May
False,4/9/1968,"Iida, Japan",1/1/1968,35.5147101,137.8219519,April
False,,"Iriomote Island, Japan",1/1/1968,24.3464015,123.839163649,
False,5/3/1968,"Iwamizawa, Japan",1/1/1968,43.1959915,141.7761132,May
False,4/1/1968,"Izuhara, Japan",1/1/1968,34.2022882,129.288952,April
False,,"Kumejima, Japan",1/1/1968,26.341139,126.789052891,
False,5/10/1968,"Kutchan, Japan",1/1/1968,42.901741,140.7590818,May
False,4/6/1968,"Maizuru, Japan",1/1/1968,35.4704853,135.34844,April
False,4/14/1968,"Matsumoto, Japan",1/1/1968,36.2382047,137.9687141,April
False,3/28/1968,"Miyakejima, Japan",1/1/1968,34.085378,139.521277314,March
False,4/16/1968,"Miyako, Japan",1/1/1968,39.6395835,141.9461177,April
False,5/7/1968,"Monbetsu, Japan",1/1/1968,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1968,26.5914524,127.9773062,
False,5/22/1968,"Nemuro, Japan",1/1/1968,43.3301154,145.5829068,May
False,3/25/1968,"Nobeoka, Japan",1/1/1968,32.5823063,131.6649034,March
False,4/7/1968,"Onahama, Japan",1/1/1968,36.9383759,140.8977807,April
False,3/29/1968,"Oshima, Japan",1/1/1968,34.737515,139.400251,March
False,3/30/1968,"Owase, Japan",1/1/1968,34.0707815,136.1911394,March
False,5/8/1968,"Rumoi, Japan",1/1/1968,43.941029,141.6368171,May
False,4/7/1968,"Saigo, Japan",1/1/1968,32.8728923,130.2439633,April
False,4/13/1968,"Sakata, Japan",1/1/1968,38.9147229,139.8364101,April
False,4/21/1968,"Shinjo, Japan",1/1/1968,38.7648577,140.3021449,April
False,3/27/1968,"Shionomisaki, Japan",1/1/1968,33.4377085,135.7549926,March
False,4/14/1968,"Shirakawa, Japan",1/1/1968,37.1263397,140.2107192,April
False,4/1/1968,"Sumoto, Japan",1/1/1968,34.3389909,134.859985,April
False,4/12/1968,"Takada, Japan",1/1/1968,34.516288,135.7448226,April
False,4/16/1968,"Takayama, Japan",1/1/1968,36.1396246,137.2510322,April
False,3/27/1968,"Tanegashima, Japan",1/1/1968,30.591848,130.995894840,March
False,,"Tateyama, Japan",1/1/1968,34.9965304,139.8699838,
False,4/6/1968,"Toyooka, Japan",1/1/1968,35.5446737,134.8201126,April
False,4/7/1968,"Tsuruga, Japan",1/1/1968,35.6445135,136.0734634,April
False,5/10/1968,"Urakawa, Japan",1/1/1968,42.1684998,142.7680974,May
False,3/29/1968,"Uwajima, Japan",1/1/1968,33.2232315,132.5606514,March
False,4/10/1968,"Wajima, Japan",1/1/1968,37.3905644,136.8994281,April
False,,"Yakushima, Japan",1/1/1968,30.347925,130.524483244,
False,4/4/1968,"Yonago, Japan",1/1/1968,35.4276408,133.331459,April
False,,"Yonaguni Island, Japan",1/1/1968,24.455595,122.987605976,
False,4/14/1969,"Aikawa, Japan",1/1/1969,35.532347,139.297795,April
False,5/5/1969,"Esashi, Japan",1/1/1969,41.8690714,140.1272235,May
False,4/3/1969,"Fukue, Japan",1/1/1969,34.0471135,130.9156608,April
False,4/23/1969,"Hachijojima, Japan",1/1/1969,33.1024935,139.807693928,April
False,4/26/1969,"Hachinohe, Japan",1/1/1969,40.5122388,141.4882959,April
False,4/3/1969,"Hamada, Japan",1/1/1969,34.8991982,132.0799984,April
False,4/1/1969,"Hamamatsu, Japan",1/1/1969,34.7109786,137.7259431,April
False,5/5/1969,"Hiroo, Japan",1/1/1969,42.285532,143.3116162,May
False,4/6/1969,"Iida, Japan",1/1/1969,35.5147101,137.8219519,April
False,,"Iriomote Island, Japan",1/1/1969,24.3464015,123.839163649,
False,5/10/1969,"Iwamizawa, Japan",1/1/1969,43.1959915,141.7761132,May
False,4/4/1969,"Izuhara, Japan",1/1/1969,34.2022882,129.288952,April
False,,"Kumejima, Japan",1/1/1969,26.341139,126.789052891,
False,5/10/1969,"Kutchan, Japan",1/1/1969,42.901741,140.7590818,May
False,4/9/1969,"Maizuru, Japan",1/1/1969,35.4704853,135.34844,April
False,4/14/1969,"Matsumoto, Japan",1/1/1969,36.2382047,137.9687141,April
False,3/25/1969,"Miyakejima, Japan",1/1/1969,34.085378,139.521277314,March
False,4/20/1969,"Miyako, Japan",1/1/1969,39.6395835,141.9461177,April
False,5/6/1969,"Monbetsu, Japan",1/1/1969,44.3565151,143.3545224,May
False,,"Nago, Japan",1/1/1969,26.5914524,127.9773062,
False,5/17/1969,"Nemuro, Japan",1/1/1969,43.3301154,145.5829068,May
False,3/27/1969,"Nobeoka, Japan",1/1/1969,32.5823063,131.6649034,March
False,4/12/1969,"Onahama, Japan",1/1/1969,36.9383759,140.8977807,April
False,4/4/1969,"Oshima, Japan",1/1/1969,34.737515,139.400251,April
False,4/1/1969,"Owase, Japan",1/1/1969,34.0707815,136.1911394,April
False,5/16/1969,"Rumoi, Japan",1/1/1969,43.941029,141.6368171,May
False,4/13/1969,"Saigo, Japan",1/1/1969,32.8728923,130.2439633,April
False,4/20/1969,"Sakata, Japan",1/1/1969,38.9147229,139.8364101,April
False,4/22/1969,"Shinjo, Japan",1/1/1969,38.7648577,140.3021449,April
False,4/4/1969,"Shionomisaki, Japan",1/1/1969,33.4377085,135.7549926,April
False,4/15/1969,"Shirakawa, Japan",1/1/1969,37.1263397,140.2107192,April
False,4/4/1969,"Sumoto, Japan",1/1/1969,34.3389909,134.859985,April
False,4/13/1969,"Takada, Japan",1/1/1969,34.516288,135.7448226,April
False,4/15/1969,"Takayama, Japan",1/1/1969,36.1396246,137.2510322,April
False,,"Tanegashima, Japan",1/1/1969,30.591848,130.995894840,
False,4/1/1969,"Tateyama, Japan",1/1/1969,34.9965304,139.8699838,April
False,4/9/1969,"Toyooka, Japan",1/1/1969,35.5446737,134.8201126,April
False,4/10/1969,"Tsuruga, Japan",1/1/1969,35.6445135,136.0734634,April
False,5/9/1969,"Urakawa, Japan",1/1/1969,42.1684998,142.7680974,May
False,3/30/1969,"Uwajima, Japan",1/1/1969,33.2232315,132.5606514,March
False,4/13/1969,"Wajima, Japan",1/1/1969,37.3905644,136.8994281,April
